idPan;panNome;panNomeCompleto;idPan2;panNomeFantasia;panAbrangenciaTaxonomica;panAbrangenciaGeografica;panCiclo;panStatus;panCentro;panInicioData;panInicioAno;Data da portaria vigente do PAN;"Data do início da vigência do PAN na portaria 
(último artigo da portaria)";panFimData;panFimAno;panStatusLegal;panPortaria;panProcesso;panLogo;panSite
CEMAVE_01.01;(Finalizado) Mutum-do-sudeste;Plano de Ação Nacional para a Conservação do Mutum-do-sudeste;CEMAVE_01.01;Mutum-do-sudeste;Monoespecífico;Específico (distribuição da espécie);1º ciclo;Finalizado;CEMAVE;01/01/2004;2004;12/12/2013;;01/12/2014;2014;Portaria com prazo expirado;Portaria 266 (12/12/2013);;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-mutum-do-sudeste
CEMAVE_02.01;(Finalizado) Albatrozes e Petréis - 1º ciclo;Plano de Ação Nacional para a Conservação dos Albatrozes e Petréis;CEMAVE_02.01;Albatrozes e Petréis;Intraclasse;Bioma;1º ciclo;Finalizado;CEMAVE;01/01/2006;2006;01/01/2006;;01/01/2006;2006;Portaria com prazo expirado;Livro (2006);;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-albatrozes-e-petreis
CEMAVE_03.01;(Finalizado) Arara-azul-de-Lear - 1º ciclo;Plano de Ação Nacional para Conservação da Arara-azul-de-lear (Anodorhynchus leari);CEMAVE_03.01;Arara-azul-de-Lear;Monoespecífico;Específico (distribuição da espécie);1º ciclo;Finalizado;CEMAVE;01/01/2006;2006;01/01/2006;;01/12/2011;2011;Portaria com prazo expirado;Livro (2006);02070.002414/2009-11;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-arara-azul-de-lear
CEMAVE_04.01;(Finalizado) Aves de Rapina;Plano de Ação Nacional para a Conservação de Aves de Rapina;CEMAVE_04.01;Aves de Rapina;Intraclasse;Nacional;1º ciclo;Finalizado;CEMAVE;04/04/2006;2006;01/01/2008;;01/12/2011;2011;Portaria com prazo expirado;Livro (2008);;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-aves-de-rapina
CEMAVE_18.01;(Finalizado) Pato-mergulhão - 1º ciclo;Plano de Ação Nacional para a Conservação do Pato-mergulhão;CEMAVE_18.01;Pato-mergulhão;Monoespecífico;Específico (distribuição da espécie);1º ciclo;Finalizado;CEMAVE;08/04/2014;2006;08/04/2014;;01/02/2016;2016;Portaria com prazo expirado;Portaria 44 (08/04/2014);02070.000860/2012-97;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-pato-mergulhao
CEMAVE_05.01;(Finalizado) Galliformes;Plano de Ação Nacional para a Conservação dos Galliformes;CEMAVE_05.01;Galliformes;Intraclasse;Nacional;1º ciclo;Finalizado;CEMAVE;25/04/2007;2007;01/01/2008;;01/12/2011;2011;Portaria com prazo expirado;Livro (2008);;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-galliformes
CEMAVE_06.01;(Finalizado) Mutum-de-alagoas;Plano de Ação Nacional para a Conservação do Mutum-de-alagoas;CEMAVE_06.01;Mutum-de-alagoas;Monoespecífico;Específico (distribuição da espécie);1º ciclo;Finalizado;CEMAVE;25/04/2007;2007;17/02/2012;;01/12/2013;2013;Portaria com prazo expirado;Portaria 20 (17/02/2012);;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-mutum-de-alagoas
CBC_01.01;(Finalizado) Lepidópteros;Plano de Ação Nacional para a Conservação de Lepidópteros;CBC_01.01;Lepidópteros;Intraclasse;Nacional;1º ciclo;Finalizado;CBC;27/08/2010;2010;27/08/2010;27/08/2010;01/12/2015;2015;Portaria com prazo expirado;Portaria 92 (27/08/2010);02070.002646/2010-11;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-lepidopteros
CECAV_01.01;(Finalizado) Morceguinho-do-cerrado;Plano de Ação Nacional para Conservação do Morceguinho-do-cerrado;CECAV_01.01;Morceguinho-do-cerrado;Monoespecífico;Bioma;1º ciclo;Finalizado;CECAV;27/08/2010;2010;27/08/2010;27/08/2010;01/09/2015;2015;Portaria com prazo expirado;Portaria 89 (27/08/2010);02070.003685/2009-94;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-morceguinho-do-cerrado
CEMAVE_07.01;(Finalizado) Formigueiro-do-litoral;Plano de Ação Nacional para Conservação do Formigueiro-do-litoral;CEMAVE_07.01;Formigueiro-do-litoral;Monoespecífico;Específico (distribuição da espécie);1º ciclo;Finalizado;CEMAVE;27/08/2010;2010;06/04/2015;;01/08/2015;2015;Portaria com prazo expirado;Portaria 22 (06/04/2015);;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-formigueiro-do-litoral
CEMAVE_08.01;(Finalizado) Soldadinho-do-araripe - 1º ciclo;Plano de Ação Nacional para Conservação do Soldadinho-do-araripe;CEMAVE_08.01;Soldadinho-do-araripe;Monoespecífico;Específico (distribuição da espécie);1º ciclo;Finalizado;CEMAVE;27/08/2010;2010;27/03/2014;;01/08/2015;2015;Portaria com prazo expirado;Portaria 30 (27/03/2014);;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-soldadinho-do-araripe
CENAP_01.01;(Finalizado) Ariranha - 1º ciclo;Plano de Ação Nacional para a Conservação da Ariranha (Pteronura brasiliensis);CENAP_01.01;Ariranha;Monoespecífico;Específico (distribuição da espécie);1º ciclo;Finalizado;CENAP;27/08/2010;2010;27/08/2010;27/08/2010;01/08/2015;2015;Portaria com prazo expirado;Portaria 88 (27/08/2010);02070.004196/2010-93;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-ariranha
CENAP_02.01;(Finalizado) Cervídeos;Plano de Ação Nacional para a Conservação dos Cervídeos Brasileiros;CENAP_02.01;Cervídeos;Intraclasse;Nacional;1º ciclo;Finalizado;CENAP;27/08/2010;2010;27/08/2010;27/08/2010;01/08/2015;2015;Portaria com prazo expirado;Portaria 97 (27/08/2010);02070.001984/2010- 28;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-cervideos
CMA_02.01;(Finalizado) Pequenos Cetáceos;Plano de Ação Nacional para Conservação dos Pequenos Cetáceos;CMA_02.01;Pequenos Cetáceos;Intraclasse;Específico (distribuição da espécie);1º ciclo;Finalizado;CMA;27/08/2010;2010;27/08/2010;27/08/2010;01/08/2015;2015;Portaria com prazo expirado;Portaria 86 (27/08/2010);02070.001447/2010-88;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-pequenos-cetaceos
CMA_03.01;(Finalizado) Toninha - 1º ciclo;Plano de Ação Nacional para Conservação da Toninha;CMA_03.01;Toninha;Monoespecífico;Específico (distribuição da espécie);1º ciclo;Finalizado;CMA;27/08/2010;2010;27/08/2010;27/08/2010;01/09/2015;2015;Portaria com prazo expirado;Portaria 91 (27/08/2010);02070.000483/2008-18;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-toninha
CMA_04.01;(Finalizado) Sirênios;Plano de Ação Nacional para a Conservação dos Sirênios;CMA_04.01;Sirênios;Intraclasse;Específico (distribuição da espécie);1º ciclo;Finalizado;CMA;27/08/2010;2010;27/08/2010;27/08/2010;01/08/2015;2015;Portaria com prazo expirado;Portaria 85 (27/08/2010);02070.004216/2010-26;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-sirenios
CPB_01.01;(Finalizado) Muriquis;Plano de Ação Nacional para a Conservação dos Muriquis (Brachyteles hypoxanthus e Brachyteles arachnoides);CPB_01.01;Muriquis;Intraclasse;Específico (distribuição da espécie);1º ciclo;Finalizado;CPB;27/08/2010;2010;27/08/2010;27/08/2010;01/08/2015;2015;Portaria com prazo expirado;Portaria 87 (27/08/2010);02070.002662/2010-04;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-muriquis
CPB_02.01;(Finalizado) Ouriço Preto;Plano de Ação Nacional para a Conservação do Ouriço-preto (Chaetomys subspinosus);CPB_02.01;Ouriço Preto;Monoespecífico;Específico (distribuição da espécie);1º ciclo;Finalizado;CPB;27/08/2010;2010;27/08/2010;27/08/2010;01/09/2015;2015;Portaria com prazo expirado;Portaria 90 (27/08/2010);0270.003689/2009-72;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-ourico-preto
CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central;Plano de Ação Nacional para Conservação dos Mamíferos da Mata Atlântica Central;CPB_03.01;Mamíferos da Mata Atlântica Central;Intraclasse;Bioma;1º ciclo;Finalizado;CPB;23/12/2010;2010;23/12/2010;23/12/2010;23/12/2015;2015;Portaria com prazo expirado;Portaria 134 (23/12/2010);02070.004236/2010-05;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-mamiferos-da-mata-atlantica-central
RAN_01.01;(Finalizado) Herpetofauna Insular;Plano de Ação Nacional para a Conservação da Herpetofauna Insular Ameaçada de Extinção;RAN_01.01;Herpetofauna Insular;Multiclasse;Ecossistema;1º ciclo;Finalizado;RAN;27/08/2010;2010;28/05/2013;;01/12/2015;2015;Portaria com prazo expirado;Portaria 194 (28/05/2013);;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-herpetofauna-insular
TAMAR_01.01;(Finalizado) Tartarugas Marinhas  - 1º ciclo;Plano de Ação Nacional para a Conservação das Tartarugas Marinhas;TAMAR_01.01;Tartarugas Marinhas;Intraclasse;Bioma;1º ciclo;Finalizado;TAMAR;23/12/2010;2010;23/12/2010;;01/12/2015;2015;Portaria com prazo expirado;Portaria 135 (23/12/2010);;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-tartarugas-marinhas
CEMAVE_09.01;(Finalizado) Papagaios da Mata Atlântica - 1º ciclo;Plano de Ação Nacional para a Conservação dos Papagaios;CEMAVE_09.01;Papagaios;Intraclasse;Bioma;1º ciclo;Finalizado;CEMAVE;14/12/2010;2010;14/12/2010;;01/01/2016;2016;Portaria com prazo expirado;Portaria 130 (14/12/2010);;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-papagaios
CENAP_03.01;(Finalizado) Onça-pintada;Plano de Ação Nacional para Conservação da Onça-pintada;CENAP_03.01;Onça-pintada;Monoespecífico;Específico (distribuição da espécie);1º ciclo;Finalizado;CENAP;14/12/2010;2010;09/06/2014;09/06/2014;01/06/2017;2017;Portaria com prazo expirado;Portaria 63 (09/07/2014);02070.003690/2009-05;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-onca-pintada
CEPTA_01.01;(Finalizado) Paraíba do Sul - 1º ciclo;Plano de Ação Nacional para Conservação das Espécies Aquáticas Ameaçadas de Extinção do Rio Paraíba do Sul;CEPTA_01.01;Paraíba do Sul;Multiclasse;Bacia;1º ciclo;Finalizado;CEPTA;14/12/2010;2010;04/04/2018;04/04/2018;01/12/2020;2020;Portaria com prazo expirado;Portaria 284 (04/04/2018);02031.000099/2009-54;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-paraiba-do-sul
CMA_01.01;(Finalizado) Grandes Cetáceos e Pinípedes;Plano de Ação Nacional para Conservação dos Mamíferos Aquáticos Grandes Cetáceos e Pinípedes;CMA_01.01;Grandes Cetáceos e Pinípedes;Multiclasse;Bioma;1º ciclo;Finalizado;CMA;27/08/2010;2010;27/08/2010;27/08/2010;01/08/2020;2020;Portaria com prazo expirado;Portaria 96 (27/08/2010);02070.003686/2009-39;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-grandes-cetaceos-e-pinipedes
CPB_04.01;(Finalizado) Sauim-de-coleira  - 1º ciclo;Plano de Ação Nacional para a Conservação do Sauim-de-coleira;CPB_04.01;Sauim-de-coleira;Monoespecífico;Específico (distribuição da espécie);1º ciclo;Finalizado;CPB;02/12/2011;2011;02/12/2011;02/12/2011;01/12/2016;2016;Portaria com prazo expirado;Portaria 94 (02/12/2011);02070.001873/2011-01;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-sauim-de-coleira
CPB_05.01;(Finalizado) Primatas do Nordeste - 1º ciclo;Plano de Ação Nacional para a Conservação dos Primatas do Nordeste;CPB_05.01;Primatas do Nordeste;Intraclasse;Bioma;1º ciclo;Finalizado;CPB;23/03/2012;2012;23/03/2012;23/03/2012;01/12/2016;2016;Portaria com prazo expirado;Portaria 37 (23/03/2012);02070.002934/2011-49;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-primatas-do-nordeste
CECAV_02.01;(Finalizado) Cavernas do Rio São Francisco;Plano de Ação Nacional para a Conservação do Patrimônio Espeleológico nas Áreas Cársticas da Bacia do Rio São Francisco;CECAV_02.01;Cavernas do Rio São Francisco;Multiclasse;Ecossistema;1º ciclo;Finalizado;CECAV;17/02/2012;2012;17/02/2012;17/02/2017;01/02/2017;2017;Portaria com prazo expirado;Portaria 18 (17/02/2012);02070.002654/2010-50;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-cavernas
CEMAVE_10.02;(Finalizado) Albatrozes e Petréis - 2º ciclo;Plano de Ação Nacional para a Conservação dos Albatrozes e Petréis;CEMAVE_10.02;Albatrozes e Petréis;Intraclasse;Bioma;2º ciclo;Finalizado;CEMAVE;17/02/2012;2012;17/02/2012;17/02/2012;01/02/2017;2017;Portaria com prazo expirado;Portaria 15 (17/02/2012);02070.003431/2011-91;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-albatrozes-e-petreis
CEMAVE_11.01;(Finalizado) Ararinha-azul - 1º ciclo;Plano de Ação Nacional para a Conservação da Ararinha-azul;CEMAVE_11.01;Ararinha-azul;Monoespecífico;Específico (distribuição da espécie);1º ciclo;Finalizado;CEMAVE;17/02/2012;2012;08/08/2016;;01/02/2017;2017;Portaria com prazo expirado;Portaria 80 (08/08/2016);;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-ararinha-azul
CEMAVE_12.01;(Finalizado) Passeriformes dos Campos Sulinos - 1º ciclo;Plano de Ação Nacional para a Conservação das Aves dos Campos Sulinos;CEMAVE_12.01;Aves dos Campos Sulinos;Intraclasse;Ecossistema;1º ciclo;Finalizado;CEMAVE;17/02/2012;2012;17/02/2012;;01/02/2017;2017;Portaria com prazo expirado;Portaria 21 (17/02/2012);;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-aves-dos-campos-sulinos
CEMAVE_13.01;(Finalizado) Aves da Caatinga - 1º ciclo;Plano de Ação Nacional para Conservação das Aves da Caatinga;CEMAVE_13.01;Aves da Caatinga;Intraclasse;Bioma;1º ciclo;Finalizado;CEMAVE;23/03/2012;2012;09/03/2016;;01/02/2017;2017;Portaria com prazo expirado;Portaria 18 (09/03/2016);;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-aves-da-caatinga
CENAP_04.01;(Finalizado) Onça-parda;Plano de Ação Nacional para Conservação da Onça-parda;CENAP_04.01;Onça-parda;Monoespecífico;Específico (distribuição da espécie);1º ciclo;Finalizado;CENAP;23/03/2012;2012;27/06/2014;27/06/2014;01/02/2017;2017;Portaria com prazo expirado;Portaria 76 (17/06/2014);02070.002648/2010-01;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-onca-parda
CENAP_05.01;(Finalizado) Lobo-guará;Plano de Ação Nacional para a Conservação do Lobo-guará;CENAP_05.01;Lobo-guará;Monoespecífico;Específico (distribuição da espécie);1º ciclo;Finalizado;CENAP;02/04/2012;2012;27/03/2014;27/03/2014;01/06/2017;2017;Portaria com prazo expirado;Portaria 31 (27/03/2014);02070.004223/2010-28;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-lobo-guara
RAN_02.01;(Finalizado) Herpetofauna da Serra do Espinhaço;Plano de Ação Nacional para Conservação da Herpetofauna Ameaçada da Serra do Espinhaço;RAN_02.01;Herpetofauna da Serra do Espinhaço;Multiclasse;Ecossistema;1º ciclo;Finalizado;RAN;17/02/2012;2012;16/12/2016;;01/03/2017;2017;Portaria com prazo expirado;Portaria 109 (16/12/2016);;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-herpetofauna-do-espinhaco
RAN_03.01;(Finalizado) Herpetofauna do Sul;Plano de Ação Nacional para Conservação de Répteis e Anfíbios Ameaçados da Região Sul do Brasil;RAN_03.01;Herpetofauna do Sul;Multiclasse;Bioma;1º ciclo;Finalizado;RAN;17/02/2012;2012;17/02/2012;;01/02/2017;2017;Portaria com prazo expirado;Portaria 25 (17/02/2012);;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-herpetofauna-do-sul
CEPAM_01.01;(Finalizado) Baixo e Médio Xingu;Plano de Ação Nacional para Conservação das Espécies Endêmicas Ameaçadas de Extinção da Fauna da Região do Baixo e Médio Xingu;CEPAM_01.01;Baixo e Médio Xingu;Multiclasse;Bacia;1º ciclo;Finalizado;CEPAM;17/02/2012;2012;17/02/2012;17/02/2012;11/03/2019;2019;Portaria com prazo expirado;Portaria 16 (17/02/2012);02070.001962/0110-0;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-xingu
CEPTA_02.01;(Finalizado) Mogi/Pardo/Sapucaí-Mirim/Grande - 1º ciclo;Plano de Ação Nacional para a Conservação das Espécies da Fauna Aquática Ameaçadas de Extinção do Ecossistema Mogi/Pardo/Sapucaí-Mirim/Grande;CEPTA_02.01;Mogi/Pardo/Sapucaí-Mirim/Grande;Multiclasse;Bacia;1º ciclo;Finalizado;CEPTA;17/02/2012;2012;16/01/2017;16/01/2017;01/02/2020;2020;Portaria com prazo expirado;Portaria 20 (16/01/2017);02031.000021/2011-54;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-mogi-pardo-sapucai-mirim-grande
CEMAVE_14.01;(Finalizado) Aves Limícolas Migratórias - 1º ciclo;Plano de Ação Nacional para Conservação das Aves Limícolas Migratórias;CEMAVE_14.01;Aves Limícolas Migratórias;Intraclasse;Nacional;1º ciclo;Finalizado;CEMAVE;05/07/2013;2013;27/07/2016;;01/12/2018;2018;Portaria com prazo expirado;Portaria 77 (27/07/2016);02061.000023/2012-77;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-aves-limicolas-migratorias
CENAP_06.01;(Finalizado) Cachorro-vinagre;Plano de Ação Nacional para Conservação do Cachorro Vinagre, Speothos venaticus;CENAP_06.01;Cachorro-vinagre;Monoespecífico;Específico (distribuição da espécie);1º ciclo;Finalizado;CENAP;05/07/2013;2013;05/07/2013;05/07/2013;01/06/2018;2018;Portaria com prazo expirado;Portaria 202 (05/07/2013);02070.001039/2012-98;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-cachorro-vinagre
CEPTA_03.01;(Finalizado) Rivulideos - 1º ciclo;Plano de Ação Nacional para a Conservação dos Peixes Rivulídeos Ameaçados de Extinção;CEPTA_03.01;Rivulideos;Multiclasse;Nacional;1º ciclo;Finalizado;CEPTA;19/06/2013;2013;19/06/2013;19/06/2013;01/05/2018;2018;Portaria com prazo expirado;Portaria 198 (19/06/2013);02031.000001/2012-64;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-rivulideos
RAN_04.01;(Finalizado) Herpetofauna da MA do Nordeste;Plano de Ação Nacional para a Conservação da Herpetofauna Ameaçada do Nordeste;RAN_04.01;Herpetofauna do Nordeste;Multiclasse;Bioma;1º ciclo;Finalizado;RAN;01/07/2013;2013;03/05/2016;;01/07/2018;2018;Portaria com prazo expirado;Portaria 38 (03/05/2016);;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-herpetofauna-do-nordeste
CEMAVE_15.02;(Finalizado) Arara-azul-de-Lear - 2º ciclo;Plano de Ação Nacional para Conservação da Arara-azul-de-lear (Anodorhynchus leari);CEMAVE_15.02;Arara-azul-de-Lear;Monoespecífico;Específico (distribuição da espécie);2º ciclo;Finalizado;CEMAVE;27/03/2014;2014;27/03/2014;;01/02/2017;2017;Portaria com prazo expirado;Portaria 33 (27/03/2014);02070.002414/2009-11;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-arara-azul-de-lear
CENAP_07.01;(Finalizado) Pequenos Felinos - 1º ciclo;Plano de Ação Nacional para a Conservação dos Pequenos Felinos;CENAP_07.01;Pequenos Felinos;Intraclasse;Nacional;1º ciclo;Finalizado;CENAP;27/03/2014;2014;27/03/2014;27/03/2014;01/06/2018;2018;Portaria com prazo expirado;Portaria 32 (27/03/2014);02070.001040/2012-12;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-pequenos-felinos
CEMAVE_17.01;(Finalizado) Aves do Cerrado e Pantanal - 1º ciclo;Plano de Ação Nacional para Conservação das Aves do Cerrado e Pantanal;CEMAVE_17.01;Aves do Cerrado e Pantanal;Intraclasse;Bioma;1º ciclo;Finalizado;CEMAVE;27/03/2014;2014;27/03/2014;;01/01/2019;2019;Portaria com prazo expirado;Portaria 34 (27/03/2014);02061.000009/2013-54;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/img/logo/cemave_17-01.png;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-aves-do-cerrado-e-pantanal
CEPSUL_01.01;(Finalizado) Tubarões - 1º ciclo;Plano de Ação Nacional para a Conservação dos Tubarões e Raias Marinhas Ameaçados de Extinção;CEPSUL_01.01;Tubarões;Intraclasse;Bioma;1º ciclo;Finalizado;CEPSUL;04/12/2014;2014;04/12/2014;04/12/2014;01/07/2019;2019;Portaria com prazo expirado;Portaria 125 (04/12/2014);02070.002911/ 2011-34;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-tubaroes
CPB_06.01;(Finalizado) Tatu-bola;Plano de Ação Nacional para Conservação do Tatu-bola;CPB_06.01;Tatu-bola;Monoespecífico;Específico (distribuição da espécie);1º ciclo;Finalizado;CPB;22/05/2014;2014;13/04/2018;13/04/2018;01/06/2019;2019;Portaria com prazo expirado;Portaria 332 (13/04/2018);02070.001092/2014-51;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-tatu-bola
CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo;Plano de Ação Nacional para Conservação das Aves da Amazônia;CEMAVE_16.01;Aves da Amazônia;Intraclasse;Bioma;1º ciclo;Finalizado;CEMAVE;27/03/2014;2014;16/05/2016;;01/02/2021;2021;Portaria com prazo expirado;Portaria 45 (16/05/2016);02061.000007/2012-84;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/img/logo/cemave_16-01.png;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-aves-da-amazonia
CEPTA_04.01;(Finalizado) São Francisco - 1º ciclo;Plano de Ação Nacional para Conservação das Espécies Ameaçadas de Extinção da Fauna Aquática da Bacia do Rio São Francisco;CEPTA_04.01;São Francisco;Intraclasse;Bacia;1º ciclo;Finalizado;CEPTA;27/05/2015;2015;27/05/2015;27/05/2015;27/05/2020;2020;Portaria com prazo expirado;Portaria 34 (27/05/2015);02031.000013/2013-70;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-sao-francisco
CNPT_01.01;(Finalizado) Manguezal;Plano de Ação Nacional para Conservação das Espécies Ameaçadas e de Importância Socioeconômica do Ecossistema Manguezal;CNPT_01.01;Manguezal;Multiclasse;Ecossistema;1º ciclo;Finalizado;CNPT;29/01/2015;2015;10/09/2019;10/09/2019;01/01/2020;2020;Portaria com prazo expirado;Portaria 500 (10/09/2019);02177.000048/2018-69;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-manguezal
RAN_05.01;(Finalizado) Quelônios Amazônicos;Plano de Ação Nacional para Conservação dos Quelônios Amazônicos;RAN_05.01;Quelônios Amazônicos;Intraclasse;Bioma;1º ciclo;Finalizado;RAN;04/04/2015;2015;04/04/2015;;01/01/2020;2020;Portaria com prazo expirado;Portaria conjunta 01 (04/04/2015);;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-quelonios
RAN_06.01;(Finalizado) Herpetofauna da MA do Sudeste;Plano de Ação Nacional para Conservação da Herpetofauna Ameaçada de Extinção da Mata Atlântica da Região Sudeste do Brasil;RAN_06.01;Herpetofauna da MA do Sudeste;Multiclasse;Bioma;1º ciclo;Finalizado;RAN;06/10/2015;2015;06/10/2015;;01/12/2020;2020;Portaria com prazo expirado;Portaria 48 (06/10/2015);02071.000021/2013-40;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-herpetofauna-do-sudeste
CENAP_08.02;(Finalizado) Ariranha - 2º ciclo;Plano de Ação Nacional para a Conservação da Ariranha (Pteronura brasiliensis);CENAP_08.02;Ariranha;Monoespecífico;Específico (distribuição da espécie);2º ciclo;Finalizado;CENAP;24/08/2016;2016;24/08/2016;24/08/2016;01/12/2020;2020;Portaria com prazo expirado;Portaria 85 (24/08/2016);02070.004196/2010-93;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-ariranha
CEMAVE_19.02;(Finalizado) Soldadinho-do-araripe - 2º ciclo;Plano de Ação Nacional para Conservação do Soldadinho-do-araripe;CEMAVE_19.02;Soldadinho-do-araripe;Monoespecífico;Específico (distribuição da espécie);2º ciclo;Finalizado;CEMAVE;29/09/2016;2016;29/09/2016;;01/10/2021;2021;Portaria com prazo expirado;Portaria 92 (29/09/2016);02070.002655/2010-02;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/img/logo/cemave_19-02.png;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-soldadinho-do-araripe
CEPSUL_02.01;(Finalizado) Corais;Plano de Ação Nacional para a Conservação dos Ambientes Coralíneos;CEPSUL_02.01;Corais;Multiclasse;Ecossistema;1º ciclo;Finalizado;CEPSUL;09/03/2016;2016;09/03/2016;09/03/2016;01/02/2021;2021;Portaria com prazo expirado;Portaria 19 (09/03/2016);02070.001393/2013-01;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-corais
CEMAVE_20.01;(Finalizado) Aves da Mata Atlântica - 1º ciclo;Plano de Ação Nacional para Conservação das Aves da Mata Atlântica;CEMAVE_20.01;Aves da Mata Atlântica;Intraclasse;Bioma;1º ciclo;Finalizado;CEMAVE;24/01/2017;2017;14/03/2018;14/03/2018;01/02/2022;2022;Portaria com prazo expirado;Portaria 208 (14/03/2018);02061.000001/2014-79;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/img/logo/cemave_20-01.png;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-aves-da-mata-atlantica
CEMAVE_21.02;(Finalizado) Papagaios - 2º ciclo;Plano de Ação Nacional para a Conservação dos Papagaios;CEMAVE_21.02;Papagaios;Intraclasse;Nacional;2º ciclo;Finalizado;CEMAVE;17/08/2017;2017;17/08/2017;17/08/2017;01/08/2022;2022;Portaria com prazo expirado;Portaria 530 (17/08/2017);02061.000013/2017-46;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/img/logo/cemave_21-02.png;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-papagaios
